ano;mes;uo;pessoal
2011;4;1161;19676,07
2011;4;1191;60018417,51
2011;4;1221;422252,52
2011;4;1231;452164,85
2011;4;1251;346134721,9
2011;4;1261;410104488,5
2011;4;1271;691340,71
2011;4;1301;569035,1
2011;4;1321;18751755,1
2011;4;1371;1190901,67
2011;4;1401;29925153,12
2011;4;1411;269261,87
2011;4;1451;44178097,93
2011;4;1461;540505,38
2011;4;1471;394036,58
2011;4;1481;1997056,47
2011;4;1491;2707849,43
2011;4;1501;5587980,85
2011;4;1511;54897855,26
2011;4;1521;515479,17
2011;4;1531;424563,24
2011;4;1541;384456,1
2011;4;1571;622945,34
2011;4;1581;250752,45
2011;4;1591;68171,71
2011;4;1601;196920,51
2011;4;1941;8618487,55
2011;4;2011;13821554,9
2011;4;2041;155035,51
2011;4;2061;1346272,32
2011;4;2071;315870
2011;4;2081;600463,98
2011;4;2091;863776,59
2011;4;2101;3008263,45
2011;4;2111;531179,07
2011;4;2121;47385472,34
2011;4;2141;1141953,01
2011;4;2151;729259,68
2011;4;2161;200321,2
2011;4;2171;163639,03
2011;4;2181;1069872,74
2011;4;2201;464411,76
2011;4;2211;115428,08
2011;4;2231;142553,39
2011;4;2241;540092,22
2011;4;2251;1057800,8
2011;4;2261;2638616,31
2011;4;2271;34232299,64
2011;4;2281;192924,53
2011;4;2301;10347335,83
2011;4;2311;10484805,13
2011;4;2321;4362723,18
2011;4;2331;749514,82
2011;4;2351;3628868,81
2011;4;2371;4945871,27
2011;4;2381;206907,38
2011;4;2391;899614,64
2011;4;2401;218789,34
2011;4;2411;269199,52
2011;4;2421;257624,32
2011;4;2431;264507,69
2011;4;2441;153595,67
2011;4;2451;150696,66
2011;4;3041;13299132,37
2011;4;3051;4510736,1
2011;4;3151;422150,28
2011;4;4291;651287,68
2011;4;4461;440184419,1
2011;5;1071;541874,88
2011;5;1081;5381589,17
2011;5;1101;319920,13
2011;5;1111;59637,5
2011;5;1141;16414,86
2011;5;1161;15778,62
2011;5;1191;59096003,17
2011;5;1221;397761,74
2011;5;1231;473071,15
2011;5;1251;345300989
2011;5;1261;402630156
2011;5;1271;713896,39
2011;5;1301;666293,4
2011;5;1321;18956375,86
2011;5;1371;1170391,91
2011;5;1401;29497494,38
2011;5;1411;261594,17
2011;5;1451;44844819,64
2011;5;1461;781275,81
2011;5;1471;409240,51
2011;5;1481;1694169,15
2011;5;1491;2797536,81
2011;5;1501;4362980,48
2011;5;1511;55170211,05
2011;5;1521;563557,01
2011;5;1531;417114,64
2011;5;1541;383872,54
2011;5;1571;647222,12
2011;5;1581;477207,88
2011;5;1591;100876,64
2011;5;1601;724028,9
2011;5;1941;8594361,59
2011;5;2011;19228983,94
2011;5;2041;152574,99
2011;5;2061;1332598,02
2011;5;2071;318130,54
2011;5;2081;582524,51
2011;5;2091;858440,51
2011;5;2101;2948227,63
2011;5;2111;597434,88
2011;5;2121;47048149,21
2011;5;2141;1016094,48
2011;5;2151;709560,5
2011;5;2161;205771,86
2011;5;2171;156675,62
2011;5;2181;1161451,51
2011;5;2201;504458,23
2011;5;2211;99499,04
2011;5;2231;145897,21
2011;5;2241;530177,21
2011;5;2251;1059456,17
2011;5;2261;2685913,78
2011;5;2271;36580675,49
2011;5;2281;229092,13
2011;5;2301;9846619,47
2011;5;2311;10951841,39
2011;5;2321;4406567,05
2011;5;2331;677308,05
2011;5;2351;3707735,69
2011;5;2371;4918861,36
2011;5;2381;217971,45
2011;5;2391;939951,51
2011;5;2401;217533,6
2011;5;2411;259111,6
2011;5;2421;282875,68
2011;5;2431;268732,29
2011;5;2441;187323,94
2011;5;2451;173570,99
2011;5;3041;13759869,05
2011;5;3051;4483779,56
2011;5;3151;434145,07
2011;5;4291;660748,66
2011;5;4461;425091507,9
2011;6;1071;329962,42
2011;6;1081;5002027,8
2011;6;1101;296146,1
2011;6;1111;56907,55
2011;6;1141;16414,86
2011;6;1161;17738,14
2011;6;1191;59894664,07
2011;6;1221;405749,36
2011;6;1231;489397,36
2011;6;1251;350552688,8
2011;6;1261;401349726,6
2011;6;1271;691993,51
2011;6;1301;665636,15
2011;6;1321;19146709,99
2011;6;1371;1216575,41
2011;6;1401;30177911,11
2011;6;1411;255113,42
2011;6;1451;45685776,09
2011;6;1461;691338,69
2011;6;1471;406409,22
2011;6;1481;1792897,18
2011;6;1491;2054935,54
2011;6;1501;4371229,53
2011;6;1511;54232822,93
2011;6;1521;568809,95
2011;6;1531;436713,92
2011;6;1541;394344,53
2011;6;1571;735584,28
2011;6;1581;496180,6
2011;6;1591;100370,13
2011;6;1601;802145,78
2011;6;1631;681283,37
2011;6;1941;8702682,76
2011;6;2011;17011875,9
2011;6;2041;177729,23
2011;6;2061;1334707,5
2011;6;2071;316582,57
2011;6;2081;575596,62
2011;6;2091;960700,22
2011;6;2101;2952508,03
2011;6;2111;510389,32
2011;6;2121;47703193,28
2011;6;2141;1006995,18
2011;6;2151;713158,43
2011;6;2161;202969,28
2011;6;2171;148746,38
2011;6;2181;1110511,3
2011;6;2201;510418,17
2011;6;2211;99643,73
2011;6;2231;134570,79
2011;6;2241;518212,03
2011;6;2251;1044113,5
2011;6;2261;2729568,26
2011;6;2271;54067183,73
2011;6;2281;218055,41
2011;6;2301;10576433,7
2011;6;2311;10199032,34
2011;6;2321;4385761,24
2011;6;2331;720417,46
2011;6;2351;3748252,21
2011;6;2371;4926332,73
2011;6;2381;215853,06
2011;6;2391;1019904,04
2011;6;2401;204669,51
2011;6;2411;257558,61
2011;6;2421;268062,12
2011;6;2431;287988,7
2011;6;2441;201630,37
2011;6;2451;168114,89
2011;6;3041;14012944,47
2011;6;3051;4517152,16
2011;6;3151;424142,56
2011;6;4291;657952,94
2011;6;4461;423637914,9
2011;7;1071;675227,34
2011;7;1081;3989671,06
2011;7;1101;292565,63
2011;7;1111;62300,32
2011;7;1141;16416,62
2011;7;1161;15688,86
2011;7;1191;61368519,66
2011;7;1221;392180,83
2011;7;1231;511581,44
2011;7;1251;347056730,9
2011;7;1261;414967823,9
2011;7;1271;712760,65
2011;7;1301;691682,17
2011;7;1321;19470550,03
2011;7;1371;1294220,65
2011;7;1401;30067072,63
2011;7;1411;370122,78
2011;7;1451;47356583,79
2011;7;1461;649997,89
2011;7;1471;412611,96
2011;7;1481;1794072,42
2011;7;1491;1600562,31
2011;7;1501;4480947,56
2011;7;1511;56547978,57
2011;7;1521;584294,13
2011;7;1531;440827,63
2011;7;1541;391852,04
2011;7;1571;719576,95
2011;7;1581;527233,16
2011;7;1591;118425,76
2011;7;1601;895213,33
2011;7;1631;1151034,96
2011;7;1941;8511104,21
2011;7;2011;9917076,03
2011;7;2041;164650,21
2011;7;2061;1360363,7
2011;7;2071;316619,02
2011;7;2081;601324,61
2011;7;2091;888608,42
2011;7;2101;3005703,82
2011;7;2111;512225,43
2011;7;2121;47759213,03
2011;7;2141;1037602,8
2011;7;2151;697330,98
2011;7;2161;200128,2
2011;7;2171;152179,19
2011;7;2181;1107936,01
2011;7;2201;523529,39
2011;7;2211;87954,16
2011;7;2231;132091,51
2011;7;2241;548260,85
2011;7;2251;1051050,76
2011;7;2261;2816114,36
2011;7;2271;40958081,34
2011;7;2281;226667,96
2011;7;2301;9854934,72
2011;7;2311;9801050,73
2011;7;2321;5809589,01
2011;7;2331;797029,51
2011;7;2351;3735406,09
2011;7;2371;5573975,59
2011;7;2381;217344,66
2011;7;2391;960383,31
2011;7;2401;217312,72
2011;7;2411;269569,13
2011;7;2421;267335,29
2011;7;2431;308536,67
2011;7;2441;197128,86
2011;7;2451;171017,94
2011;7;3041;13206150,63
2011;7;3051;4852424,59
2011;7;3151;408425,34
2011;7;4291;651966,32
2011;7;4461;421136667,7
2011;8;1071;538110,79
2011;8;1081;4576563,34
2011;8;1101;288198,48
2011;8;1111;56048,13
2011;8;1141;16414,86
2011;8;1161;15688,86
2011;8;1191;84322624,26
2011;8;1221;432701,97
2011;8;1231;498079,89
2011;8;1251;348511926,6
2011;8;1261;380551947,6
2011;8;1271;696864,33
2011;8;1301;675925,23
2011;8;1321;19253067,6
2011;8;1371;1267726,21
2011;8;1401;32150273,89
2011;8;1411;300259,74
2011;8;1451;46285019,42
2011;8;1461;658383,86
2011;8;1471;398157,2
2011;8;1481;1781416,51
2011;8;1491;1606242,32
2011;8;1501;4477575,67
2011;8;1511;55484327,58
2011;8;1521;545079,05
2011;8;1531;429988,29
2011;8;1541;386672,15
2011;8;1571;773084,32
2011;8;1581;510418,29
2011;8;1591;104258,51
2011;8;1601;895584,09
2011;8;1631;1156216,02
2011;8;1941;8744121,79
2011;8;2011;9367074,16
2011;8;2041;161381,47
2011;8;2061;1283664,76
2011;8;2071;301736,78
2011;8;2081;604829,9
2011;8;2091;846080,25
2011;8;2101;2902508,35
2011;8;2111;510312,75
2011;8;2121;47437174,61
2011;8;2141;1038633,02
2011;8;2151;637485,93
2011;8;2161;190244,73
2011;8;2171;150895,04
2011;8;2181;1122901,45
2011;8;2201;503281,49
2011;8;2211;88409,37
2011;8;2231;127370,4
2011;8;2241;522709,38
2011;8;2251;1066735,08
2011;8;2261;2818541,5
2011;8;2271;36565064,4
2011;8;2281;218252,98
2011;8;2301;9572816,34
2011;8;2311;9120394,28
2011;8;2321;4393124,46
2011;8;2331;830122,89
2011;8;2351;4044300,78
2011;8;2371;4938962,58
2011;8;2381;210268,71
2011;8;2391;1065643,74
2011;8;2401;219285,48
2011;8;2411;261390,45
2011;8;2421;270258,01
2011;8;2431;285173,34
2011;8;2441;186041,18
2011;8;2451;177424,62
2011;8;3041;17108173,99
2011;8;3051;4501744,75
2011;8;3151;441536,31
2011;8;4291;573418,27
2011;8;4461;431451212,8
2011;9;1071;565921,13
2011;9;1081;4878690,71
2011;9;1101;326074,29
2011;9;1111;54576,33
2011;9;1141;16413,98
2011;9;1161;15688,86
2011;9;1191;60861031,91
2011;9;1221;399135,74
2011;9;1231;489581,39
2011;9;1251;345091887,1
2011;9;1261;369656302,1
2011;9;1271;719582,13
2011;9;1301;666493,67
2011;9;1321;18714141,7
2011;9;1371;1269318,72
2011;9;1401;30292702,86
2011;9;1411;301155,57
2011;9;1451;46971213,68
2011;9;1461;662756,86
2011;9;1471;430900,37
2011;9;1481;1803228,49
2011;9;1491;1572878,37
2011;9;1501;4709479,08
2011;9;1511;56246328,73
2011;9;1521;567926,88
2011;9;1531;445345,78
2011;9;1541;419625,77
2011;9;1571;805676,51
2011;9;1581;544119,07
2011;9;1591;107677,98
2011;9;1601;919859,61
2011;9;1631;1196238,21
2011;9;1941;8476796,57
2011;9;2011;14538251,96
2011;9;2041;156972,54
2011;9;2061;1398723,9
2011;9;2071;301674,96
2011;9;2081;583539,99
2011;9;2091;859083,3
2011;9;2101;2969551,9
2011;9;2111;519928,07
2011;9;2121;46953763,8
2011;9;2141;1032511,4
2011;9;2151;862024,1
2011;9;2161;193510,32
2011;9;2171;154058,2
2011;9;2181;1122212,15
2011;9;2201;508970,03
2011;9;2211;84299,09
2011;9;2231;145423,54
2011;9;2241;557525,85
2011;9;2251;1041123,67
2011;9;2261;2855179,64
2011;9;2271;35901558,79
2011;9;2281;228392,13
2011;9;2301;9711452,33
2011;9;2311;10255754,63
2011;9;2321;4419052,71
2011;9;2331;742097,79
2011;9;2351;3990754,43
2011;9;2371;5055974,1
2011;9;2381;207899,55
2011;9;2391;840066,38
2011;9;2401;211106,95
2011;9;2411;270094,89
2011;9;2421;290047,55
2011;9;2431;290781,37
2011;9;2441;207839,16
2011;9;2451;165479,5
2011;9;3041;13618055,26
2011;9;3051;6375633,8
2011;9;3151;427345,56
2011;9;4291;662498,57
2011;9;4461;429010558,5
2011;10;1071;393827,98
2011;10;1081;3731183,92
2011;10;1101;326717,96
2011;10;1111;55373,73
2011;10;1141;16413,98
2011;10;1161;14005,86
2011;10;1191;59883028,38
2011;10;1221;428721,75
2011;10;1231;489043,47
2011;10;1251;393337470,8
2011;10;1261;386594224,3
2011;10;1271;722062,44
2011;10;1301;681904,38
2011;10;1321;18792084,66
2011;10;1371;1251147,29
2011;10;1401;33206766,63
2011;10;1411;269784,42
2011;10;1451;51114898,81
2011;10;1461;776012,1
2011;10;1471;393346,01
2011;10;1481;1742427
2011;10;1491;1600391,11
2011;10;1501;4392705,07
2011;10;1511;59140140,49
2011;10;1521;555219,44
2011;10;1531;428136,49
2011;10;1541;423964,85
2011;10;1571;762271,67
2011;10;1581;540090,68
2011;10;1591;109535,4
2011;10;1601;968239,03
2011;10;1631;1200538,13
2011;10;1941;8772923,04
2011;10;2011;12286568,31
2011;10;2041;153356,22
2011;10;2061;1391552,99
2011;10;2071;326209,08
2011;10;2081;583907,44
2011;10;2091;847975,04
2011;10;2101;2937745,5
2011;10;2111;509704,78
2011;10;2121;52924054,55
2011;10;2141;1029697,9
2011;10;2151;818991,55
2011;10;2161;188167,19
2011;10;2171;156248,08
2011;10;2181;1101402,32
2011;10;2201;488188,3
2011;10;2211;80217,5
2011;10;2231;140400,3
2011;10;2241;544429,02
2011;10;2251;1044641
2011;10;2261;2832893,5
2011;10;2271;36320883,43
2011;10;2281;223862,32
2011;10;2301;9464688,91
2011;10;2311;10751265,34
2011;10;2321;4477257,39
2011;10;2331;842371,04
2011;10;2351;3878057,83
2011;10;2371;4926501,06
2011;10;2381;209058,62
2011;10;2391;955051,38
2011;10;2401;208747,85
2011;10;2411;256140,01
2011;10;2421;295212,95
2011;10;2431;286440,68
2011;10;2441;207499,67
2011;10;2451;165503,55
2011;10;3041;16755780,87
2011;10;3051;4786817,67
2011;10;3151;468441,14
2011;10;4291;788560,26
2011;10;4461;438448544,4
2011;11;1071;1073922,28
2011;11;1081;7386936,96
2011;11;1101;610840,29
2011;11;1111;109178,21
2011;11;1141;32812,12
2011;11;1161;26120,11
2011;11;1191;117185843,8
2011;11;1221;790192,71
2011;11;1231;971785,09
2011;11;1251;754369176,8
2011;11;1261;755466659
2011;11;1271;1396589,2
2011;11;1301;1320014,45
2011;11;1321;36806345,8
2011;11;1371;2402823,37
2011;11;1401;65432713,28
2011;11;1411;529868,26
2011;11;1451;99305962,17
2011;11;1461;1107741,28
2011;11;1471;755957,23
2011;11;1481;3433594,7
2011;11;1491;3115717,48
2011;11;1501;8396020,42
2011;11;1511;120933355,6
2011;11;1521;1069930,8
2011;11;1531;801049
2011;11;1541;764605,9
2011;11;1571;1464231,36
2011;11;1581;1042476,17
2011;11;1591;198585,55
2011;11;1601;1653985,29
2011;11;1631;2231473,98
2011;11;1941;18022954,54
2011;11;2011;24441507,46
2011;11;2041;296997,75
2011;11;2061;2673123,59
2011;11;2071;609560,95
2011;11;2081;1152010,46
2011;11;2091;1655700,58
2011;11;2101;5818770,87
2011;11;2111;998611,33
2011;11;2121;60375862,81
2011;11;2141;1922332,27
2011;11;2151;1297229,4
2011;11;2161;372081,92
2011;11;2171;292166,13
2011;11;2181;2201683,05
2011;11;2201;939559,05
2011;11;2211;154141,53
2011;11;2231;270572,42
2011;11;2241;1036314,03
2011;11;2251;1981467,51
2011;11;2261;4936752,89
2011;11;2271;65282210,07
2011;11;2281;423512,34
2011;11;2301;18957525,73
2011;11;2311;20458610,52
2011;11;2321;7671433,84
2011;11;2331;1655603,79
2011;11;2351;7570699,79
2011;11;2371;9915609,9
2011;11;2381;424722,48
2011;11;2391;1872044,92
2011;11;2401;436008,01
2011;11;2411;501162,4
2011;11;2421;537598,3
2011;11;2431;568393,16
2011;11;2441;398101,53
2011;11;2451;314433,91
2011;11;3041;14887140,52
2011;11;3051;5926680,64
2011;11;3151;465827,37
2011;11;4291;637136,37
2011;11;4461;772832482,8
2011;12;1071;487588,4
2011;12;1081;4187678,93
2011;12;1101;322873,78
2011;12;1111;54964,6
2011;12;1141;16415,74
2011;12;1161;12870
2011;12;1191;60923599,92
2011;12;1221;443876,08
2011;12;1231;497053,21
2011;12;1251;390067065,1
2011;12;1261;392340302,3
2011;12;1271;750652,08
2011;12;1301;697908,21
2011;12;1321;20402297,7
2011;12;1371;1248335,88
2011;12;1401;33980282,49
2011;12;1411;281056,1
2011;12;1451;51335069,76
2011;12;1461;776302,47
2011;12;1471;392665,41
2011;12;1481;1832375,02
2011;12;1491;1831485,81
2011;12;1501;4456631,07
2011;12;1511;60081192,81
2011;12;1521;545175,51
2011;12;1531;432180,83
2011;12;1541;454755,75
2011;12;1571;792375,55
2011;12;1581;560139,4
2011;12;1591;106230,79
2011;12;1601;994186,75
2011;12;1631;1458833,2
2011;12;1941;9938114,45
2011;12;2011;15740717,52
2011;12;2041;196054,85
2011;12;2061;1403954,67
2011;12;2071;362322,06
2011;12;2081;582052,14
2011;12;2091;852969,1
2011;12;2101;3320494,37
2011;12;2111;518624,02
2011;12;2121;97660958,07
2011;12;2141;1072336,05
2011;12;2151;793579,63
2011;12;2161;197355,56
2011;12;2171;152752,88
2011;12;2181;1104040,1
2011;12;2201;484987,3
2011;12;2211;85495,4
2011;12;2231;158151,85
2011;12;2241;572854,09
2011;12;2251;1086622,26
2011;12;2261;2890591,87
2011;12;2271;38272283,83
2011;12;2281;212439,63
2011;12;2301;10046018,41
2011;12;2311;10094377,34
2011;12;2321;4649284,27
2011;12;2331;924556,74
2011;12;2351;3847317,87
2011;12;2371;5344297,65
2011;12;2381;214343,28
2011;12;2391;866140,54
2011;12;2401;214214,56
2011;12;2411;247777,92
2011;12;2421;303777,17
2011;12;2431;293098,42
2011;12;2441;198840,81
2011;12;2451;326841,56
2011;12;3041;18388759,75
2011;12;3051;7445991,74
2011;12;3151;782024,06
2011;12;4291;659388,05
2011;12;4461;496035317,5
2012;1;1071;598199,85
2012;1;1081;5821506,91
2012;1;1101;360382,16
2012;1;1111;67272,86
2012;1;1141;16416,66
2012;1;1161;18500,61
2012;1;1191;68120295,32
2012;1;1221;440271,56
2012;1;1231;516337,24
2012;1;1251;391974024,9
2012;1;1261;488588384,3
2012;1;1271;795750,44
2012;1;1301;811878,48
2012;1;1321;8284,72
2012;1;1371;1522763,32
2012;1;1401;34541821,89
2012;1;1411;304851,37
2012;1;1451;54155249,52
2012;1;1461;606217,14
2012;1;1471;455754,53
2012;1;1481;1955605,67
2012;1;1491;1666924,2
2012;1;1501;5051462,76
2012;1;1511;65646631,54
2012;1;1521;592943,14
2012;1;1531;463679,01
2012;1;1571;832185,33
2012;1;1581;594409,44
2012;1;1591;127647,57
2012;1;1601;941849,29
2012;1;1631;1335038,37
2012;1;1941;9423993,13
2012;1;2011;15788643,09
2012;1;2041;163254,98
2012;1;2061;1537181,89
2012;1;2071;396705,9
2012;1;2081;637885,26
2012;1;2091;1095991,17
2012;1;2101;3896714,84
2012;1;2111;591856,24
2012;1;2121;53574726,83
2012;1;2141;1100397,79
2012;1;2151;770891,3
2012;1;2161;229159,68
2012;1;2171;179358,07
2012;1;2181;1386402,14
2012;1;2201;532219,66
2012;1;2211;91363,81
2012;1;2231;164133,72
2012;1;2241;624585,74
2012;1;2251;1223226,78
2012;1;2261;1106790,64
2012;1;2271;3062977,93
2012;1;2281;285535,65
2012;1;2301;12184650,98
2012;1;2311;12676597,68
2012;1;2321;2885282,86
2012;1;2331;936335,8
2012;1;2351;4636771,22
2012;1;2371;6357435,89
2012;1;2381;243982,11
2012;1;2391;1115026,87
2012;1;2401;256606,74
2012;1;2411;255776,92
2012;1;2421;316159,76
2012;1;2431;315759,17
2012;1;2441;220643,26
2012;1;2451;187188,97
2012;1;3041;12804065,87
2012;1;3051;4602446,68
2012;1;3151;444060,4
2012;1;4291;66935585,56
2012;1;4461;469948240,4
2012;2;1071;609279,01
2012;2;1081;6702871,32
2012;2;1101;352642,45
2012;2;1111;46154,57
2012;2;1141;18929,46
2012;2;1161;13702,7
2012;2;1191;63643477,3
2012;2;1221;450039,94
2012;2;1231;510150,16
2012;2;1251;386653283,3
2012;2;1261;363188681,4
2012;2;1271;772449,89
2012;2;1301;721787,29
2012;2;1321;19957851,61
2012;2;1371;1457990,79
2012;2;1401;33544573,6
2012;2;1411;310547,87
2012;2;1451;57068199,47
2012;2;1461;704484,14
2012;2;1471;409350,87
2012;2;1481;1886005,02
2012;2;1491;1887118,53
2012;2;1501;4819903,78
2012;2;1511;62402279,78
2012;2;1521;519513,95
2012;2;1531;470693,41
2012;2;1541;325163,03
2012;2;1571;832692,06
2012;2;1581;533609,49
2012;2;1591;121054,23
2012;2;1601;1010508,62
2012;2;1631;1303305,93
2012;2;1941;9116285,45
2012;2;2011;14558453,63
2012;2;2041;153157,25
2012;2;2061;1580332,46
2012;2;2071;293461,37
2012;2;2081;556621,67
2012;2;2091;958683,34
2012;2;2101;3399279,27
2012;2;2111;535996,89
2012;2;2121;56506122,97
2012;2;2141;1090313,72
2012;2;2151;921652,77
2012;2;2161;206012,04
2012;2;2171;178578,52
2012;2;2181;1178325,17
2012;2;2201;515254,28
2012;2;2211;88370,75
2012;2;2231;153604,78
2012;2;2241;565754,48
2012;2;2251;1188352,47
2012;2;2261;3000590,71
2012;2;2271;38379858,68
2012;2;2281;246132,57
2012;2;2301;10285442,41
2012;2;2311;10238727,54
2012;2;2321;4787950,39
2012;2;2331;879611,97
2012;2;2351;4722366,46
2012;2;2371;6618933,36
2012;2;2381;220309,02
2012;2;2391;1280437,34
2012;2;2401;218391,26
2012;2;2411;267920,25
2012;2;2421;315860,74
2012;2;2431;324245,46
2012;2;2441;198377,23
2012;2;2451;188718,45
2012;2;3041;13969005,08
2012;2;3051;4829096,82
2012;2;3151;440684,24
2012;2;4291;543643,92
2012;2;4461;474166401,4
2012;3;1071;508154,85
2012;3;1081;6872091,31
2012;3;1101;331130,64
2012;3;1111;54765,29
2012;3;1141;16418,42
2012;3;1161;15572,7
2012;3;1191;71080624,1
2012;3;1221;431135,49
2012;3;1231;497655,65
2012;3;1251;382555359,2
2012;3;1261;399911747,5
2012;3;1271;762425,32
2012;3;1301;710249,7
2012;3;1321;21971611,42
2012;3;1371;1456551,02
2012;3;1401;35572624,81
2012;3;1411;309319,85
2012;3;1451;52631766,43
2012;3;1461;578609,94
2012;3;1471;389833,07
2012;3;1481;1936309,17
2012;3;1491;1660572,99
2012;3;1501;5069573,52
2012;3;1511;65390823,85
2012;3;1521;532157,23
2012;3;1531;441511,83
2012;3;1541;393868,87
2012;3;1571;830681,82
2012;3;1581;565673,21
2012;3;1591;129497,1
2012;3;1601;1044084,46
2012;3;1631;1318552,02
2012;3;1941;9723339
2012;3;2011;14154848,38
2012;3;2041;169927,84
2012;3;2061;1483761,77
2012;3;2071;369464,92
2012;3;2081;620184,63
2012;3;2091;995572,97
2012;3;2101;3597403,38
2012;3;2111;568503,04
2012;3;2121;50401379,86
2012;3;2141;1111052,21
2012;3;2151;808266,5
2012;3;2161;199107,76
2012;3;2171;184392,2
2012;3;2181;1241787,38
2012;3;2201;540706
2012;3;2211;83515,96
2012;3;2231;147732,41
2012;3;2241;621221,78
2012;3;2251;1232180,13
2012;3;2261;3212021,54
2012;3;2271;43796697,7
2012;3;2281;259529,41
2012;3;2301;11303206,57
2012;3;2311;11362622,49
2012;3;2321;5100009,74
2012;3;2331;985010,04
2012;3;2351;4581245,9
2012;3;2371;6831618,71
2012;3;2381;227966,1
2012;3;2391;1059562,81
2012;3;2401;242098,9
2012;3;2411;266770,28
2012;3;2421;318570,91
2012;3;2431;260098,64
2012;3;2441;199886,58
2012;3;2451;175860,06
2012;3;3041;14263076,59
2012;3;3051;4748325,27
2012;3;3151;419582,69
2012;3;4291;704214,05
2012;3;4461;487077576,2
2012;4;1071;569724,58
2012;4;1081;6623948,51
2012;4;1101;306101,16
2012;4;1111;58157,47
2012;4;1141;16669,2
2012;4;1161;15572,7
2012;4;1191;65604191,24
2012;4;1221;411841,72
2012;4;1231;502561,72
2012;4;1251;386773856,2
2012;4;1261;416981985,6
2012;4;1271;768074,67
2012;4;1301;639663,53
2012;4;1321;20526579,49
2012;4;1371;1401091,64
2012;4;1401;32447093,03
2012;4;1411;294751,93
2012;4;1451;52161480,74
2012;4;1461;710477,2
2012;4;1471;373069,93
2012;4;1481;1856171,35
2012;4;1491;1670298,99
2012;4;1501;4934393,8
2012;4;1511;60491136,44
2012;4;1521;524511,55
2012;4;1531;432105,18
2012;4;1541;343525,48
2012;4;1571;818829,39
2012;4;1581;558372,88
2012;4;1591;123289,47
2012;4;1601;907815,59
2012;4;1631;1315623,73
2012;4;1941;9371802,83
2012;4;2011;15965354,14
2012;4;2041;159304,63
2012;4;2061;1378554,55
2012;4;2071;307643,22
2012;4;2081;543632,21
2012;4;2091;969612,39
2012;4;2101;3417377,09
2012;4;2111;542132,77
2012;4;2121;53254219,04
2012;4;2141;1096549,63
2012;4;2151;867999,69
2012;4;2161;189336,77
2012;4;2171;174368,51
2012;4;2181;1152357,22
2012;4;2201;517809,86
2012;4;2211;81050,05
2012;4;2231;144796,25
2012;4;2241;547766,05
2012;4;2251;1153960,33
2012;4;2261;3073699,71
2012;4;2271;39846315,23
2012;4;2281;249867,55
2012;4;2301;10231731,03
2012;4;2311;11148428,8
2012;4;2321;4836552,63
2012;4;2331;899791,25
2012;4;2351;4406659,01
2012;4;2371;6449534,01
2012;4;2381;216845,03
2012;4;2391;1046327,15
2012;4;2401;218894,39
2012;4;2411;264992,23
2012;4;2421;302035,95
2012;4;2431;285052,49
2012;4;2441;205371,51
2012;4;2451;186455,46
2012;4;3041;14707091,68
2012;4;3051;4782010,88
2012;4;3151;413909,56
2012;4;4291;688235,2
2012;4;4461;493530179,3
2012;5;1071;510622,75
2012;5;1081;6724641,12
2012;5;1101;285977,97
2012;5;1111;56516,16
2012;5;1141;19102,15
2012;5;1161;17835,17
2012;5;1191;67151568,64
2012;5;1221;411943,51
2012;5;1231;490603,75
2012;5;1251;385416127,9
2012;5;1261;419454256
2012;5;1271;757369,26
2012;5;1301;644783,09
2012;5;1321;20629688,72
2012;5;1371;1426830,2
2012;5;1401;33790330,18
2012;5;1411;292732,37
2012;5;1451;52134725,99
2012;5;1461;602282,79
2012;5;1471;441326,5
2012;5;1481;1879897,13
2012;5;1491;1669525,83
2012;5;1501;4932073,93
2012;5;1511;62340429,77
2012;5;1521;494599,37
2012;5;1531;407392,84
2012;5;1541;341435,87
2012;5;1571;827909,28
2012;5;1581;561098,28
2012;5;1591;122626,45
2012;5;1601;1072611,53
2012;5;1631;1314229,92
2012;5;1941;9195737
2012;5;2011;9956745,87
2012;5;2041;155710,73
2012;5;2061;1543326,42
2012;5;2071;348824,11
2012;5;2081;510991,1
2012;5;2091;1025957,91
2012;5;2101;3559353,04
2012;5;2111;535537,6
2012;5;2121;53600724,52
2012;5;2141;1050672,61
2012;5;2151;783080,36
2012;5;2161;187540,45
2012;5;2171;178399,5
2012;5;2181;1131995,81
2012;5;2201;516652,1
2012;5;2211;80533,96
2012;5;2231;144956,11
2012;5;2241;594547,78
2012;5;2251;1188121,62
2012;5;2261;3066791,42
2012;5;2271;39877556,09
2012;5;2281;251871,96
2012;5;2301;10180630,55
2012;5;2311;10892510,18
2012;5;2321;4896802,23
2012;5;2331;878858,32
2012;5;2351;4401241,52
2012;5;2371;6168446,48
2012;5;2381;247095,4
2012;5;2391;1065611,7
2012;5;2401;211602,94
2012;5;2411;247394,68
2012;5;2421;298889,41
2012;5;2431;273373,52
2012;5;2441;206669,62
2012;5;2451;177431,75
2012;5;3041;14082949,11
2012;5;3051;4862215,37
2012;5;3151;493337,91
2012;5;4291;686681,34
2012;5;4461;488249363,5
2012;6;1071;586869,89
2012;6;1081;5119929,56
2012;6;1101;315225,79
2012;6;1111;50564,08
2012;6;1141;16420,18
2012;6;1161;7986
2012;6;1191;65155943,23
2012;6;1221;443637,06
2012;6;1231;479319,32
2012;6;1251;392782990,4
2012;6;1261;421323756,3
2012;6;1271;769810,9
2012;6;1301;705991,95
2012;6;1321;20624274,79
